68046,"{35065861, 177981451, 480643086, 486572047, 673134607, 8761370, 315680796, 212351005, 445650975, 71946273, 503330853, 206319659, 253425708, 497948716, 351721520, 327346225, 227872833, 224677957, 578820170, 472461392, 231575634, 21651543, 2703448, 209866840, 487858272, 141029473, 53766244, 536684, 48728173, 196896879, 161648755, 431044723, 170340470, 430520450, 320370819, 178227333, 368824454, 202082440, 134226063, 22218901, 112568470, 168603799, 216936604, 397039773, 316358814, 281368738, 169064613, 544542891, 394709164, 393531564, 228999342, 217045166, 377204914, 350365875, 382343350, 525091001, 212871357, 576131262, 77750463, 517304514, 382443718, 49400007, 415359178, 12822730, 137842895, 229232848, 363499728, 289732826, 203899105, 267956456, 50174188, 281762032, 279046395, 165243133, 211312894, 238924033, 179013890, 295348483, 252330248, 489920777, 170539277, 524382480, 362453265, 78258451, 227148051, 138012947, 286832915, 535109916, 520796444, 22941985, 136188193, 2478374, 514898216, 215978282, 327334186, 552753453, 82983214, 22389042, 224567603, 149598522, 236835133, 322033982, 234522948, 55595333, 225624398, 287818063, 188778831, 51622225, 72708435, 151744854, 579250519, 505528667, 6152540, 267688293, 256051561, 132292971, 226640239, 539699576, 177584507, 307126658, 172458389, 300808602, 242454944, 246047138, 156146087, 207630761, 220096939, 465545643, 260522414, 139223473, 181182898, 237900209, 259893696, 550042050, 409829830, 170125768, 75485642, 25516490, 435630542, 188389844, 399317464, 256885212, 258685406, 205105634, 219062755, 9595363, 256502245, 539380202, 290695668, 541972985, 355658235, 286882299, 351240701, 82891265, 350833156, 275636741, 287443463, 238742025, 253456906, 274209293, 23581202, 124432916, 223810068, 131641878, 526684695, 86833691, 280404510, 172823072, 323838512, 97696307, 244466231, 105400887, 212845119, 172659267, 266916419, 402629189, 298822216, 295856717, 196549200, 337021526, 368613982, 457292382, 178203247, 237605487, 417403512, 454161019, 93483647, 316256901, 332534406, 474878601, 638683788, 391533197, 360116878, 280291986, 175903379, 360235670, 230077082, 303428252, 104379039, 239776417, 354050724, 613014181, 186323624, 233691820, 404763312, 451949233, 146819763, 231674551, 50959032, 437400247, 362304192, 67412673, 39668422, 162343625, 98022094, 218043086, 459780818, 79805141, 420455128, 439405272, 271934172, 414323420, 289848031, 247616227, 381715178, 238971627, 260498156, 378454767, 12247792, 370879221, 412115702, 485329656, 241926909, 1975043, 240053000, 1176330, 201984781, 148034327, 228549400, 301032216, 177363737, 223980316, 204444447, 242623264, 183356194, 583772962, 425335592, 189066029, 251499314, 485724979, 229436218, 505518906, 200758076, 200330046, 44817219, 398842694, 537328458, 377828172, 82885452, 275051343, 132715348, 243426133, 96815963, 136051549, 469140320, 426382180, 36551524, 183069547, 256144239, 250020720, 369976203, 237611919, 151313298, 251265942, 153168794, 407624603, 404519839, 289735585, 205245347, 576215971, 400903077, 138894245, 240978856, 332479400, 311124907, 514603951, 558281649, 327803830, 155456439, 337748920, 293632952, 215290812, 19319741, 18105278, 258945982, 389225407, 319103940, 372759494, 450970571, 225924043, 244380620, 189332430, 382555093, 240286685, 272276449, 503587814, 188271592, 360901615, 171879409, 300180476, 304751612, 298761215, 129940480, 235316228, 201122827, 455189519, 96982033, 464237600, 224715814, 194352166, 141765678, 581020718, 396414000, 503086140, 582439998, 324058178, 252453957, 29633605, 3368008, 386120777, 225852496, 397575255, 608650327, 321608797, 225070180, 111088741, 190397546, 293543018, 128842860, 459109486, 56781942, 10828919, 238183547, 152495236, 95814789, 385420420, 460575883, 693390, 444685457, 320885909, 159184022, 239674520, 366896283, 297223326, 303160478, 542135469, 256361653, 32685245, 375198915, 381461702, 442172618, 584127692, 199365840, 558626005, 1735893, 209487063, 147834072, 156892381, 342850782, 5807331, 369116389, 240346343, 360815855, 524920049, 153130225, 210648305, 188245236, 481633531, 56572, 612633854, 171982081, 173972738, 207348995, 417254660, 134704389, 375878917, 5557511, 10890504, 411548932, 329960729, 318809371, 223108381, 205659424, 174492961, 54740258, 177708321, 250283312, 273921334, 162334011, 402277692, 411544893, 146058566, 273245511, 265413964, 272278862, 266286416, 353781075, 199228759, 193670494, 98780514, 370806124, 299666800, 166102386, 327576947, 280345970, 270013814, 49608060, 560149885, 203578749, 564874628, 556060038, 241798539, 44135826, 143930770, 359501206, 50666907, 390944158, 312493473, 263060898, 486342052, 697580964, 577490342, 240358826, 191817138, 239285685, 240211381, 350946744, 175558073, 405638586, 358249912, 319901116, 282885562, 338308552, 382608846, 308075986, 467697106, 277560795, 202833377, 326747622, 317615590, 147926503, 344946156, 687236590, 253324785, 43730418, 231106037, 510553590, 270757370, 349677051, 245571067, 358499843, 132029958, 540702216, 206255625, 242730510, 174095886, 192630290, 130317844, 209479193, 510092825, 480701990, 404266536, 465528361, 539037225, 298262059, 173909548, 19492396, 285062705, 311967281, 184976948, 55629365, 224853563, 314277435, 286428735, 299415103, 228757062, 300901959, 405960264, 561708614, 382041678, 250242639, 606920277, 59420246, 194723418, 505308763, 500967013, 97928806, 434462314, 394522219, 449232497, 374744698, 94867073, 240965254, 548472455, 308874889, 541912714, 474328715, 525368971, 465952400, 234851997, 366218918, 231855795, 446086837, 315963064, 79226554, 445648574, 475100862, 303371974, 12420809, 450002634, 166117068, 224728785, 228949721, 476630746, 210810589, 396361452, 370888431, 189953776, 450057976, 230326010, 69838593, 411252484, 174026501, 248272645, 339009285, 210444047, 10583831, 375404316, 167364386, 353826598, 10538795, 495009580, 50577197, 461049657, 504143673, 431601473, 535144261, 84684614, 751431, 197582663, 198448969, 310472523, 196794187, 450187086, 194281307, 294784861, 263253854, 378330975, 115752800, 254410592, 358262626, 192190308, 50302822, 132570982, 325013355, 142921595, 220448637, 137324418, 329805700, 207820682, 32151440, 183224210, 2324374, 133230488, 182785945, 333037468, 241223581, 205805470, 287479713, 553633700, 5552038, 473122731, 398086067, 329635763, 636000197, 19617745, 248889297, 175095761, 206696405, 384225237, 202856415, 78114784, 157552615, 561377257, 430684142, 260521968, 459743216, 145989618, 253300723, 92231667, 483565558, 394932216, 70244345}"
71090,"{249479686, 533837831, 185305609, 188958858, 133331210, 298022541, 42059797, 216119328, 162443426, 33057443, 206218403, 234823082, 41333936, 328621751, 494095162, 218969402, 267814206, 324010817, 146441672, 235739338, 188024779, 2386127, 287568, 340139352, 210881626, 61123041, 2144738, 420179430, 112037616, 81118833, 11547762, 112667763, 149183228, 178633341}"
71426,set()
71885,"{324578, 137882532, 95301476, 13866897, 279513371, 1320605, 113310143}"
75791,"{2336256, 2050, 139519492, 54489989, 291621255, 85373962, 13154443, 91472012, 136150797, 364532750, 455189519, 152780431, 83865491, 152426005, 22729496, 191649304, 156654107, 99427740, 32139676, 3241885, 136871323, 8865825, 172205090, 129565092, 104997798, 112612006, 85942315, 4674991, 423966767, 59048497, 145877681, 145009203, 10873145, 146286139, 36373308, 34021053, 88110672, 205257937, 19260499, 146471382, 41682519, 3917273, 172798810, 210669275, 111195, 11108578, 152474338, 310419431, 139259, 115201642, 37335405, 160405613, 13180784, 38075387, 900478, 113438719}"
76557,set()
81206,"{224159744, 188766720, 54672898, 225021443, 166701060, 121795075, 187456518, 186134537, 112827401, 27192334, 73090063, 209836560, 104062994, 18632724, 44298263, 289287192, 197821466, 359189533, 209598496, 170023968, 38594082, 259167778, 20759076, 51143719, 354354727, 2009648, 38715442, 217511986, 284215349, 187337782, 88158261, 36844088, 754973750, 247480892, 6588988, 351387196, 448897087, 114164799, 186698303, 238530112, 282530369, 555095619, 265123396, 701521471, 299649609, 335909450, 111090254, 134580815, 179105361, 253777492, 24977503, 268921957, 361544805, 75341931, 28618349, 87442542, 563858542, 230203504, 411732593, 253970037, 219753078, 24258679, 55251574, 8669306, 332056191, 384748672, 72890495, 72298627, 78980741, 307596426, 221636747, 456264333, 502305937, 442322586, 164258973, 6751902, 152537763, 19609765, 500546221, 117891251, 121686709, 310875318, 172887223, 121692350, 152522946, 121612484, 202471621, 396740806, 143881927, 154122439, 38533831, 519701197, 233072334, 329246927, 363499728, 200872663, 135886553, 540055259, 287609564, 171116259, 156312292, 175846, 157489385, 14857968, 330014964, 157268216, 134395643, 56572, 350929661, 67313918, 151399165, 14283522, 419059973, 83438345, 98152202, 146483979, 95578891, 136674571, 111419147, 53127952, 1084180, 17196822, 28862742, 920855, 44735257, 521608471, 88831771, 211238686, 257835296, 183900960, 380211493, 56613, 463121192, 166109998, 137079598, 289777968, 57414449, 214695217, 501071662, 340330294, 35953975, 342264120, 378627385, 151636285, 150469949, 229254466, 156986179, 61808454, 382379848, 27248465, 183349074, 503395667, 145693522, 376601938, 257706841, 64093530, 135817051, 498172255, 10835808, 314557795, 366843240, 213937003, 195284332, 742628715, 360990064, 341549430, 378833784, 89543032, 96053114, 271940478, 198359938, 438311299, 251955076, 18718092, 101077390, 559198095, 168427924, 202959252, 289621911, 127387, 172170139, 287966621, 43614622, 472025501, 319281565, 58014114, 209000868, 387243433, 291640234, 128101804, 460999600, 152432563, 224511412, 101833651, 98964407, 97723, 336404931, 240113091, 46914504, 442987980, 236900821, 233095130, 227102171, 74844124, 210614750, 135932898, 135166438, 324275688, 280912369, 229607923, 70044665, 139259}"
84894,set()
91221,{10615}
93245,set()
